corpus,music,position,r-word
CHORO,03,24,jjjba
CHORO,03,25,ejjb
CHORO,04,1,rnb
CHORO,04,2,rnb
CHORO,04,3,uvvvb
CHORO,04,4,nn
CHORO,04,5,nnnn
CHORO,04,6,nnnn
CHORO,04,7,nnl
CHORO,04,8,lal
CHORO,04,9,nnl
CHORO,04,10,lal
CHORO,04,11,nnrb
CHORO,04,12,nnrj
CHORO,04,13,rrrrb
CHORO,04,14,nrrr
CHORO,04,15,rrrr
CHORO,04,16,ssss
CHORO,04,17,rrb
CHORO,04,18,nrrrb
CHORO,04,19,nnnn
CHORO,04,20,nnnn
CHORO,04,21,nnbb
CHORO,04,22,nrb
CHORO,04,23,nnh
CHORO,04,24,grrrlb
CHORO,04,25,nnbb
CHORO,04,26,nnbb
CHORO,04,27,nnb
CHORO,04,28,nnb
CHORO,04,29,rnb
CHORO,04,30,rnb
CHORO,04,31,nnbb
CHORO,04,32,nnbb
CHORO,04,33,nnrj
CHORO,04,34,nnbb
CHORO,04,35,nnbb
CHORO,04,36,nnb
CHORO,04,37,gnrj
CHORO,04,38,nnnn
CHORO,04,39,nnnn
CHORO,04,40,rrrrrrr
CHORO,04,41,nvvvvvvvvbb
CHORO,05,1,bluv
CHORO,05,2,blub
CHORO,05,3,bluvvvvv
CHORO,05,4,bluvb
CHORO,05,5,uvvb
CHORO,05,6,uvb
CHORO,05,7,uvvvvb
CHORO,05,8,uvub
CHORO,05,9,uvub
CHORO,05,10,uvuc
CHORO,05,11,gvll
CHORO,05,12,uvub
CHORO,05,13,uvbuv
CHORO,05,14,uvvttb
CHORO,06,1,ul
CHORO,06,2,ul
CHORO,06,3,nrvvb
CHORO,06,4,ul
CHORO,06,5,ur
CHORO,06,6,uvvvb
CHORO,06,7,ul
CHORO,06,8,nvvq
CHORO,06,9,uvvv
CHORO,06,10,uvv
CHORO,06,11,vv
CHORO,06,12,vvvb
CHORO,06,13,uvv
CHORO,06,14,uvvvq
CHORO,06,15,uvv
CHORO,06,16,vv
CHORO,06,17,vvq
CHORO,06,18,uq
CHORO,06,19,uq
CHORO,06,20,uvvb
CHORO,06,21,vvvvvvvq
CHORO,06,22,uvvvvvvq
CHORO,06,23,uvvvvvr
CHORO,06,24,nvv
CHORO,06,25,nn
CHORO,06,26,uvb
CHORO,07,1,gj
CHORO,07,2,xb
CHORO,07,3,uh
CHORO,07,4,ph
CHORO,07,5,xb
CHORO,07,6,xb
CHORO,07,7,gh
CHORO,07,8,xh
CHORO,07,9,xj
CHORO,07,10,gh
CHORO,07,11,ubutv
CHORO,07,12,gh
CHORO,07,13,ph
CHORO,07,14,nh
CHORO,07,15,nb
CHORO,07,16,ujuh
CHORO,07,17,glshxh
CHORO,07,18,gbxb
CHORO,07,19,xh
CHORO,07,20,gbuh
CHORO,07,21,phpb
CHORO,07,22,prv
CHORO,07,23,gv
CHORO,07,24,ehyh
CHORO,07,25,uh
CHORO,07,26,prv
CHORO,07,27,nlvb
CHORO,07,28,ph
CHORO,07,29,xh
CHORO,07,30,gytb
CHORO,07,31,nhxbyb
CHORO,08,1,ub
CHORO,08,2,pvvvb
CHORO,08,3,uvvvb
CHORO,08,4,pvb
CHORO,08,5,pvb
CHORO,08,6,pvvvb
CHORO,08,7,pvb
CHORO,08,8,pvb
CHORO,08,9,pvvvb
CHORO,08,10,pvbpvvvjb
CHORO,08,11,buvvb
CHORO,08,12,uvvb
CHORO,08,13,ub
CHORO,08,14,ub
CHORO,08,15,uvvb
CHORO,08,16,uvvb
CHORO,08,17,uvvb
CHORO,08,18,uvjb
CHORO,08,19,uvjb
CHORO,08,20,vvvj
CHORO,08,21,vj
CHORO,08,22,vb
CHORO,08,23,uvvb
CHORO,08,24,ub
CHORO,08,25,uvvb
CHORO,08,26,uvvb
CHORO,08,27,uvvb
CHORO,08,28,ub
CHORO,08,29,uvvjb
CHORO,09,1,ebnvu
CHORO,09,2,pvub
CHORO,09,3,nvu
CHORO,09,4,nrvb
CHORO,09,5,lnvvb
CHORO,09,6,nvb
CHORO,09,7,glb
CHORO,09,8,nrv
CHORO,09,9,nv
CHORO,09,10,ububb
CHORO,09,11,uuvb
CHORO,09,12,bblvb
CHORO,09,13,luv
CHORO,09,14,burb
CHORO,09,15,uvb
CHORO,09,16,pvb
CHORO,09,17,bvvvvb
CHORO,09,18,elvb
CHORO,09,19,nrb
CHORO,09,20,bnrb
CHORO,09,21,bnv
CHORO,09,22,nvuv
CHORO,09,23,bnrb
CHORO,09,24,rvl
CHORO,09,25,nrvc
CHORO,09,26,gtrrb
CHORO,10,1,erj
CHORO,10,2,erj
CHORO,10,3,erj
CHORO,10,4,nrrj
CHORO,10,5,erj
CHORO,10,6,erj
CHORO,10,7,erjnrrj
CHORO,10,8,erj
CHORO,10,9,nqnrb
CHORO,10,10,njrj
CHORO,10,11,nrrr
CHORO,10,12,njrj
CHORO,10,13,njrj
CHORO,10,14,njrj
CHORO,10,15,erj
CHORO,10,16,erj
CHORO,10,17,nrrj
CHORO,10,18,erj
CHORO,10,19,nrrjb
CHORO,10,20,erj
CHORO,10,21,nsrr
CHORO,10,22,njrj
CHORO,10,23,nrrjb
CHORO,10,24,urj
CHORO,10,25,nrrrb
CHORO,11,1,rb
CHORO,11,2,rb
CHORO,11,3,rb
CHORO,11,4,rb
CHORO,11,5,rlrb
CHORO,11,6,grb
CHORO,11,7,grb
CHORO,11,8,grb
CHORO,11,9,grb
CHORO,11,10,rb
CHORO,11,11,vvvvvj
CHORO,11,12,vvvvvb
CHORO,11,13,bbbb
CHORO,11,14,nrb
CHORO,11,15,bbbbb
CHORO,11,16,nrb
CHORO,11,17,jbzrb
CHORO,11,18,rb
CHORO,11,19,rtjb
CHORO,11,20,rb
CHORO,11,21,nb
CHORO,12,1,uvvvq
CHORO,12,2,uvvq
CHORO,12,3,uvvq
CHORO,12,4,uvvv
CHORO,12,5,uuub
CHORO,12,6,uuub
CHORO,12,7,uvvb
CHORO,12,8,gvvvb
CHORO,12,9,vvvv
CHORO,12,10,vvvv
CHORO,12,11,vvvvvh
CHORO,12,12,vvvv
CHORO,12,13,vvvvb
CHORO,12,14,uvvvb
CHORO,12,15,uvb
CHORO,12,16,uvvb
CHORO,12,17,uvvl
CHORO,12,18,uvvb
CHORO,12,19,pvb
CHORO,12,20,pvj
CHORO,12,21,uvvb
CHORO,12,22,uvvh
CHORO,12,23,vb
CHORO,12,24,gvvvvvb
CHORO,13,1,elvb
CHORO,13,2,ulvvvvb
CHORO,13,3,uvvv
CHORO,13,4,lvb
CHORO,13,5,ulvb
CHORO,13,6,uvvvb
CHORO,13,7,vljb
CHORO,13,8,evjvb
CHORO,13,9,gvlvv
CHORO,13,10,vjvb
CHORO,13,11,gvjjb
CHORO,13,12,evjvb
CHORO,13,13,gvlvv
CHORO,13,14,vjvb
CHORO,13,15,gvjjb
CHORO,13,16,gvjjb
CHORO,13,17,evlvb
CHORO,13,18,gvjvb
CHORO,13,19,evlvb
CHORO,13,20,gvljb
CHORO,13,21,evlvb
CHORO,13,22,gvjvb
CHORO,13,23,evlvb
CHORO,13,24,gvljb
CHORO,14,1,ur
CHORO,14,2,ul
CHORO,14,3,ul
CHORO,14,4,ur
CHORO,14,5,uv
CHORO,14,6,uvvvvvb
CHORO,14,7,ur
CHORO,14,8,ul
CHORO,14,9,ur
CHORO,14,10,ur
CHORO,14,11,uvvb
CHORO,14,12,uvvvvb
CHORO,14,13,uv
CHORO,14,14,uvvb
CHORO,14,15,vvb
CHORO,14,16,uvb
CHORO,14,17,uu
CHORO,14,18,uu
CHORO,14,19,uvl
CHORO,14,20,uab
CHORO,14,21,uvbb
CHORO,14,22,vb
CHORO,14,23,vvbvb
CHORO,14,24,v
CHORO,14,25,v
CHORO,14,26,v
CHORO,14,27,v
CHORO,14,28,v
CHORO,14,29,vnv
CHORO,14,30,nlnl
CHORO,14,31,elul
CHORO,14,32,ulvrb
CHORO,14,33,vnrb
CHORO,14,34,evub
CHORO,15,1,vrr
CHORO,15,2,nvrrb
CHORO,15,3,ejbbb
CHORO,15,4,rjl
CHORO,15,5,rjl
CHORO,15,6,rjl
CHORO,15,7,rjjab
CHORO,15,8,nnlb
CHORO,15,9,nnlb
CHORO,15,10,jl
CHORO,15,11,nnnn
CHORO,15,12,nnrn
CHORO,15,13,jl
CHORO,15,14,uv
CHORO,15,15,uv
CHORO,15,16,uv
CHORO,15,17,uv
CHORO,15,18,uqgvv
CHORO,15,19,vvb
CHORO,15,20,uv
CHORO,15,21,nnttttttb
CHORO,15,22,nvttb
CHORO,15,23,nvttb
CHORO,15,24,uv
CHORO,15,25,uv
CHORO,15,26,uv
CHORO,15,27,uv
CHORO,15,28,uv
CHORO,15,29,uv
CHORO,15,30,uv
CHORO,15,31,uv
CHORO,15,32,ej
CHORO,15,33,grb
CHORO,15,34,grb
CHORO,15,35,grb
CHORO,15,36,uv
CHORO,15,37,nlb
CHORO,15,38,uv
CHORO,15,39,nlbbbbbbb
CHORO,15,40,babarrbab
CHORO,16,1,uvvvvb
CHORO,16,2,uvvvb
CHORO,16,3,pvb
CHORO,16,4,uvb
CHORO,16,5,uvb
CHORO,16,6,uvvvvb
CHORO,16,7,uvvq
CHORO,16,8,pvvq
CHORO,16,9,uvb
CHORO,16,10,vv
CHORO,16,11,vvb
CHORO,16,12,uvb
CHORO,16,13,vv
CHORO,16,14,vvb
CHORO,16,15,uvb
CHORO,16,16,vv
CHORO,16,17,vvb
CHORO,16,18,uvb
CHORO,16,19,uvb
CHORO,16,20,uvb
CHORO,16,21,ub
CHORO,16,22,gvvb
CHORO,16,23,uvb
CHORO,16,24,tvb
CHORO,16,25,uvb
CHORO,16,26,uvb
CHORO,16,27,uvb
CHORO,16,28,pvb
CHORO,16,29,uvvvb
CHORO,16,30,uvb
CHORO,16,31,uvvb
CHORO,16,32,evvb
CHORO,16,33,uzb
CHORO,16,34,uvb
CHORO,16,35,evb
CHORO,16,36,uvb
CHORO,17,1,uvvb
CHORO,17,2,uvb
CHORO,17,3,uvnb
CHORO,17,4,uvh
CHORO,17,5,pvvvrj
CHORO,17,6,uvb
CHORO,17,7,uvb
CHORO,17,8,uvnb
CHORO,17,9,uvh
CHORO,17,10,pvvvb
CHORO,17,11,uvvl
CHORO,17,12,uvvl
CHORO,17,13,uvq
CHORO,17,14,uvvv
CHORO,17,15,vv
CHORO,17,16,vvl
CHORO,17,17,nvvl
CHORO,17,18,ub
CHORO,17,19,gvvvvvb
CHORO,17,20,gvjr
CHORO,17,21,uvre
CHORO,17,22,uvvv
CHORO,17,23,uvvb
CHORO,17,24,gvlr
CHORO,17,25,nvvvb
CHORO,17,26,nvvq
CHORO,17,27,uvvvb
CHORO,18,1,nlbl
CHORO,18,2,nlbl
CHORO,18,3,ujln
CHORO,18,4,nvr
CHORO,18,5,nuvv
CHORO,18,6,uvrnn
CHORO,18,7,uvh
CHORO,18,8,pvb
CHORO,18,9,ujl
CHORO,18,10,jjr
CHORO,18,11,ejtn
CHORO,18,12,nlbl
CHORO,18,13,nlbl
CHORO,18,14,nlbl
CHORO,18,15,nlbl
CHORO,18,16,jtne
CHORO,18,17,vtn
CHORO,18,18,uvjb
CHORO,18,19,pttjre
CHORO,18,20,vpq
CHORO,18,21,evtq
CHORO,18,22,ulq
CHORO,18,23,ujjjr
CHORO,18,24,nlbl
CHORO,18,25,nlbl
CHORO,18,26,nlbl
CHORO,18,27,nlbl
CHORO,19,1,nrbb
CHORO,19,2,nrbb
CHORO,19,3,njb
CHORO,19,4,gvrb
CHORO,19,5,rb
CHORO,19,6,nrbbb
CHORO,19,7,url
CHORO,19,8,nssb
CHORO,19,9,gvvjb
CHORO,19,10,uv
CHORO,19,11,uv
CHORO,19,12,uvvb
CHORO,19,13,uvvvb
CHORO,19,14,gvb
CHORO,19,15,uv
CHORO,19,16,uv
CHORO,19,17,uv
CHORO,19,18,uvvb
CHORO,19,19,vvb
CHORO,19,20,uv
CHORO,19,21,uvb
CHORO,19,22,gvbob
CHORO,19,23,ejjb
CHORO,19,24,urb
CHORO,19,25,gvvlb
CHORO,19,26,bob
CHORO,19,27,ejjb
CHORO,19,28,bobvbbb
CHORO,20,1,bbbaabbbbab
CHORO,20,2,bbbaabbeb
CHORO,20,3,bbbababbb
CHORO,20,4,bbbababbb
CHORO,20,5,bbaabbbbab
CHORO,20,6,bbaabbb
CHORO,20,7,bbbbbbbb
CHORO,20,8,bbbaababb
CHORO,20,9,bbaabbbb
CHORO,20,10,bbbaabbbb
CHORO,20,11,bbbaabbbb
CHORO,20,12,bbaabbbb
CHORO,20,13,bbbaabbbb
CHORO,20,14,bbbaabbbb
CHORO,20,15,bbbabbaabbbb
CHORO,20,16,bbaabbbb
CHORO,21,1,bluv
CHORO,21,2,bluv
CHORO,21,3,bluvvvb
CHORO,21,4,uvbluv
CHORO,21,5,bluv
CHORO,21,6,bluvvvb
CHORO,21,7,bluvvvl
CHORO,21,8,evvl
CHORO,21,9,evv
CHORO,21,10,uvbluvvvl
CHORO,21,11,pvb
CHORO,21,12,pvb
CHORO,21,13,gvr
CHORO,21,14,jjvb
CHORO,21,15,jjvb
CHORO,21,16,jjvvvvb
CHORO,21,17,ejjjbb
CHORO,21,18,jjbb
CHORO,21,19,gutc
CHORO,21,20,pvbub
CHORO,22,1,ulvb
CHORO,22,2,uvvb
CHORO,22,3,uvvb
CHORO,22,4,vlvb
CHORO,22,5,uvvb
CHORO,22,6,uvvzzb
CHORO,22,7,gvb
CHORO,22,8,urub
CHORO,22,9,uvr
CHORO,22,10,ur
CHORO,22,11,ur
CHORO,22,12,ur
CHORO,22,13,ur
CHORO,22,14,ubuvr
CHORO,22,15,uvvr
CHORO,22,16,ur
CHORO,22,17,ur
CHORO,22,18,ur
CHORO,22,19,ur
CHORO,22,20,ub
CHORO,22,21,ub
CHORO,22,22,pvb
CHORO,22,23,pvb
CHORO,22,24,pvb
CHORO,22,25,pvb
CHORO,22,26,pvb
CHORO,22,27,pvb
CHORO,22,28,pvvvb
CHORO,22,29,pvb
CHORO,22,30,pvb
CHORO,22,31,pvb
CHORO,22,32,pvb
CHORO,22,33,pvb
CHORO,22,34,pvb
CHORO,22,35,pvb
CHORO,23,1,ebaebaebabb
CHORO,23,2,bbbbbbbejb
CHORO,23,3,bbbbbbb
CHORO,23,4,bbbbbbb
CHORO,23,5,jjjjb
CHORO,23,6,ebaebabb
CHORO,23,7,bbbbbbbaab
CHORO,23,8,bbbbbbbab
CHORO,23,9,jjjb
CHORO,23,10,ejbb
CHORO,23,11,jbbbb
CHORO,23,12,bbbbbb
CHORO,23,13,jjjjb
CHORO,23,14,bbbbbbab
CHORO,23,15,jjjb
CHORO,23,16,bbbbbbbeb
CHORO,23,17,ebbeb
CHORO,23,18,jjjjjjjjjb
CHORO,23,19,jjjjjjjjjb
CHORO,23,20,jjjbbbbbbbbbbb
CHORO,23,21,ebaababb
CHORO,23,22,ejjb
CHORO,24,1,vvj
CHORO,24,2,vvvbb
CHORO,24,3,uvjgvvvvj
CHORO,24,4,vvtj
CHORO,24,5,vvvj
CHORO,24,6,vvvb
CHORO,24,7,evvjb
CHORO,24,8,vuv
CHORO,24,9,uvuv
CHORO,24,10,uvuv
CHORO,24,11,uvvv
CHORO,24,12,vvuv
CHORO,24,13,uvvv
CHORO,24,14,uvuv
CHORO,24,15,vvjb
CHORO,24,16,vu
CHORO,24,17,vvvu
CHORO,24,18,uvvb
CHORO,24,19,gvb
CHORO,24,20,gvvv
CHORO,24,21,uvu
CHORO,24,22,uvtv
CHORO,24,23,uvv
CHORO,24,24,nuvvvjb
CHORO,25,1,eb
CHORO,25,2,eb
CHORO,25,3,uvvvb
CHORO,25,4,eb
CHORO,25,5,eb
CHORO,25,6,uvvb
CHORO,25,7,tj
CHORO,25,8,tj
CHORO,25,9,tj
CHORO,25,10,tj
CHORO,25,11,vb
CHORO,25,12,eb
CHORO,25,13,uvvb
CHORO,25,14,evvtb
CHORO,25,15,evvtb
CHORO,25,16,evvtb
CHORO,25,17,evvtb
CHORO,25,18,etb
CHORO,25,19,etb
CHORO,25,20,evb
CHORO,25,21,etb
CHORO,25,22,etvvjb
CHORO,25,23,etb
CHORO,25,24,etb
CHORO,25,25,etb
CHORO,25,26,etb
CHORO,25,27,etb
CHORO,25,28,evvvj
CHORO,25,29,tj
CHORO,25,30,beb
CHORO,25,31,ebeb
CHORO,25,32,ebevvb
CHORO,25,33,pvb
CHORO,26,1,rb
CHORO,26,2,blvb
CHORO,26,3,gvb
CHORO,26,4,gvb
CHORO,26,5,ub
CHORO,26,6,gvvvvb
CHORO,26,7,bbb
CHORO,26,8,gvb
CHORO,26,9,gvbevb
CHORO,26,10,evb
CHORO,26,11,gvjb
CHORO,26,12,plvvl
CHORO,26,13,uvvb
CHORO,26,14,lvq
CHORO,26,15,uvj
CHORO,26,16,vj
CHORO,26,17,vvl
CHORO,26,18,uvj
CHORO,26,19,vj
CHORO,26,20,tub
CHORO,26,21,pvvvb
CHORO,26,22,ulvvb
CHORO,26,23,uvvb
CHORO,26,24,urub
CHORO,26,25,uvvl
CHORO,26,26,ubuq
CHORO,26,27,uvl
CHORO,26,28,lvb
CHORO,26,29,gvvvb
CHORO,27,1,ejjjb
CHORO,27,2,jb
CHORO,27,3,jb
CHORO,27,4,ejjjb
CHORO,27,5,jb
CHORO,27,6,jb
CHORO,27,7,jjjbb
CHORO,27,8,ejb
CHORO,27,9,jb
CHORO,27,10,jb
CHORO,27,11,jb
CHORO,27,12,bajbbbbb
CHORO,27,13,jb
CHORO,27,14,ejb
CHORO,27,15,ejb
CHORO,27,16,bejb
CHORO,27,17,bbaaaaeb
CHORO,28,1,bbjb
CHORO,28,2,jssb
CHORO,28,3,bbjb
CHORO,28,4,jssb
CHORO,28,5,bvvvvb
CHORO,28,6,usss
CHORO,28,7,bjb
CHORO,28,8,jvvb
CHORO,28,9,uvbjb
CHORO,28,10,jssb
CHORO,28,11,bbjb
CHORO,28,12,jvvvvb
CHORO,28,13,uvvvb
CHORO,28,14,uvbbbjb
CHORO,28,15,jvvb
CHORO,28,16,bvvvvvvbb
CHORO,28,17,vvvvvvvv
CHORO,28,18,vvvvvvbb
CHORO,28,19,vvvvvvb
CHORO,28,20,bvvvvvvb
CHORO,28,21,bvvvvb
CHORO,28,22,uvvvb
CHORO,28,23,pvvvh
CHORO,28,24,pvvvbpvvvb
CHORO,28,25,uvb
CHORO,28,26,ssssss
CHORO,28,27,ssss
CHORO,28,28,ssssb
CHORO,28,29,ssssssss
CHORO,28,30,ssssssb
CHORO,28,31,ssssssss
CHORO,28,32,ssssssss
CHORO,28,33,ssss
CHORO,28,34,sss
CHORO,28,35,sssssbbb
CHORO,29,1,ejjjjjj
CHORO,29,2,ejbabab
CHORO,29,3,ejjjjjj
CHORO,29,4,ejjjjjb
CHORO,29,5,ejjjjj
CHORO,29,6,ejjjjjb
CHORO,29,7,ejjjjjj
CHORO,29,8,ejjjjjj
CHORO,29,9,jjjjjj
CHORO,29,10,jjjjkdj
CHORO,29,11,ejjjjjj
CHORO,29,12,ejjejjb
CHORO,29,13,ejjjjjj
CHORO,29,14,ejjjjjj
CHORO,30,1,bnrrb
CHORO,30,2,gvb
CHORO,30,3,bnrrb
CHORO,30,4,gvberrb
CHORO,30,5,nvrnb
CHORO,30,6,nrvrrl
CHORO,30,7,nb
CHORO,30,8,bnrrbbb
CHORO,30,9,bnrrbbb
CHORO,30,10,vbnb
CHORO,30,11,nrrb
CHORO,30,12,nrrb
CHORO,30,13,rb
CHORO,30,14,nrb
CHORO,30,15,nrb
CHORO,30,16,nrb
CHORO,30,17,vnrb
CHORO,30,18,nrb
CHORO,30,19,vnrb
CHORO,30,20,vnrb
CHORO,30,21,vnub
CHORO,30,22,nrbb
CHORO,30,23,nrbb
CHORO,30,24,nrbb
CHORO,30,25,rrb
CHORO,30,26,bnnnb
CHORO,30,27,nrb
CHORO,30,28,nrrb
CHORO,31,1,buvvvvvb
CHORO,31,2,buvb
CHORO,31,3,ru
CHORO,31,4,rv
CHORO,31,5,buvvvvvb
CHORO,31,6,buvt
CHORO,31,7,ujjb
CHORO,31,8,nmrv
CHORO,31,9,rnl
CHORO,31,10,vvl
CHORO,31,11,rnvb
CHORO,31,12,nmrvb
CHORO,31,13,nnl
CHORO,31,14,vvl
CHORO,31,15,rnvb
CHORO,31,16,buvvvvvb
CHORO,31,17,buvb
CHORO,31,18,vvvv
CHORO,31,19,buvvvvvb
CHORO,31,20,buvvb
CHORO,31,21,uvjb
CHORO,32,1,rbrb
CHORO,32,2,rbrb
CHORO,32,3,rbrrrrrj
CHORO,32,4,rbrb
CHORO,32,5,rbrb
CHORO,32,6,rbrb
CHORO,32,7,rrb
CHORO,32,8,rrrb
CHORO,32,9,rrrb
CHORO,32,10,rb
CHORO,32,11,rrrrrb
CHORO,32,12,rbrb
CHORO,32,13,rbrb
CHORO,32,14,vb
CHORO,32,15,vbrrbrbrb
CHORO,32,16,rrrb
CHORO,32,17,rbrb
CHORO,32,18,rrrrrb
CHORO,32,19,rbrb
CHORO,32,20,rbrb
CHORO,32,21,rbrrbb
CHORO,33,1,bbab
CHORO,33,2,ebab
CHORO,33,3,ebbbnaab
CHORO,33,4,nn
CHORO,33,5,nn
CHORO,33,6,nn
CHORO,33,7,nnnrrb
CHORO,33,8,nrb
CHORO,33,9,nan
CHORO,33,10,grllb
CHORO,33,11,pvvvvvvb
CHORO,33,12,pvvvvvvb
CHORO,33,13,nv
CHORO,33,14,nbc
CHORO,33,15,bnbnb
CHORO,33,16,geleb
CHORO,33,17,pvvvvvvb
CHORO,33,18,pvvvvvvb
CHORO,33,19,nv
CHORO,33,20,nbc
CHORO,33,21,rvnrb
CHORO,33,22,pjb
CHORO,33,23,pjb
CHORO,33,24,pvvvb
CHORO,33,25,jnb
CHORO,34,1,vvvb
CHORO,34,2,uvvh
CHORO,34,3,pvvvb
CHORO,34,4,uvvb
CHORO,34,5,uvvb
CHORO,34,6,pvq
CHORO,34,7,uq
CHORO,34,8,uvq
CHORO,34,9,evtb
CHORO,34,10,pb
CHORO,34,11,pb
CHORO,34,12,jjb
CHORO,34,13,pvvvb
CHORO,34,14,evb
CHORO,34,15,ejb
CHORO,34,16,evb
CHORO,34,17,ejttb
CHORO,34,18,pttvb
CHORO,34,19,pvb
CHORO,34,20,pvh
CHORO,34,21,pvh
CHORO,34,22,pvh
CHORO,34,23,pvh
CHORO,34,24,pvh
CHORO,34,25,pvvvb
CHORO,34,26,pvb
CHORO,34,27,pvb
CHORO,34,28,pt
CHORO,34,29,pvttb
CHORO,34,30,pvb
CHORO,34,31,pq
CHORO,34,32,tb
CHORO,34,33,essssb
CHORO,34,34,lssssssb
CHORO,34,35,pb
CHORO,34,36,ub
CHORO,34,37,ssbbb
CHORO,34,38,ss
CHORO,34,39,vvh
CHORO,34,40,pvb
CHORO,34,41,aab
CHORO,34,42,ebab
CHORO,34,43,ssb
CHORO,34,44,ebab
CHORO,34,45,ssb
CHORO,34,46,pvj
CHORO,34,47,uvvb
CHORO,35,1,gvb
CHORO,35,2,gvb
CHORO,35,3,gvvvb
CHORO,35,4,gvb
CHORO,35,5,uvb
CHORO,35,6,gvb
CHORO,35,7,uvv
CHORO,35,8,vb
CHORO,35,9,gvb
CHORO,35,10,gvvvb
CHORO,35,11,gvb
CHORO,35,12,uvb
CHORO,35,13,gvvt
CHORO,35,14,uzzzb
CHORO,35,15,gvb
CHORO,35,16,gvb
CHORO,35,17,gvb
CHORO,35,18,gvb
CHORO,35,19,uvb
CHORO,35,20,gtuzzzb
CHORO,35,21,gvb
CHORO,35,22,gvb
CHORO,35,23,pvb
CHORO,35,24,gvb
CHORO,35,25,gvvt
CHORO,35,26,ub
CHORO,35,27,jj
CHORO,35,28,jjlvb
CHORO,35,29,gv
CHORO,35,30,uv
CHORO,35,31,uv
CHORO,35,32,uv
CHORO,35,33,ub
CHORO,35,34,jj
CHORO,35,35,jjjbb
CHORO,35,36,ejb
CHORO,35,37,ejj
CHORO,35,38,et
CHORO,36,1,vvjb
CHORO,36,2,gvvvh
CHORO,36,3,pvvvb
CHORO,36,4,uvvvb
CHORO,36,5,uvvjb
CHORO,36,6,gvvvb
CHORO,36,7,uvvvh
CHORO,36,8,pvvvb
CHORO,36,9,vvvb
CHORO,36,10,uvvvvb
CHORO,36,11,uvvvjb
CHORO,36,12,uvb
CHORO,36,13,gvvvh
CHORO,36,14,pvvjb
CHORO,37,1,tpp
CHORO,37,2,urj
CHORO,37,3,ee
CHORO,37,4,uj
CHORO,37,5,uj
CHORO,37,6,ut
CHORO,37,7,uv
CHORO,37,8,ppp
CHORO,37,9,urj
CHORO,37,10,ee
CHORO,37,11,uvvvb
CHORO,37,12,uvtb
CHORO,37,13,rnv
CHORO,37,14,nr
CHORO,37,15,nvv
CHORO,37,16,nnvb
CHORO,37,17,uv
CHORO,37,18,nn
CHORO,37,19,nnvb
CHORO,37,20,nrb
CHORO,37,21,nnr
CHORO,37,22,nrnvb
CHORO,37,23,bbbb
CHORO,37,24,rjrb
CHORO,37,25,uje
CHORO,37,26,uv
CHORO,37,27,ee
CHORO,37,28,uj
CHORO,37,29,bbbb
CHORO,37,30,rjb
CHORO,37,31,lllb
CHORO,37,32,grvvrb
CHORO,38,1,ebejjjjj
CHORO,38,2,jjbb
CHORO,38,3,ebejjjjj
CHORO,38,4,jjb
CHORO,38,5,jbejj
CHORO,38,6,jjjjjb
CHORO,38,7,bjjjb
CHORO,38,8,bjjjb
CHORO,38,9,jbejjjjj
CHORO,38,10,jjbb
CHORO,38,11,ebejjjj
CHORO,38,12,jjj
CHORO,38,13,jjjbeb
CHORO,38,14,ejjbab
CHORO,38,15,jjjb
CHORO,38,16,bbbabb
CHORO,38,17,ejjb
CHORO,38,18,baaabbb
CHORO,38,19,bbb
CHORO,38,20,bbjbbbaab
CHORO,38,21,gbgbgbabaab
CHORO,38,22,gbgbgbab
CHORO,38,23,jjjjb
CHORO,38,24,bbjbbb
CHORO,38,25,bbb
CHORO,38,26,bbjbbbaab
CHORO,38,27,bbbbb
CHORO,38,28,bbbbb
CHORO,38,29,bbjjjbabb
CHORO,38,30,ejjb
CHORO,38,31,baababbaab
CHORO,38,32,jb
CHORO,38,33,jjjjbaab
CHORO,38,34,gbgbgb
CHORO,38,35,gbgbgb
CHORO,38,36,gbgbgb
CHORO,38,37,gbgbgb
CHORO,39,1,uvv
CHORO,39,2,vv
CHORO,39,3,vvb
CHORO,39,4,uvvh
CHORO,39,5,pvh
CHORO,39,6,pvvv
CHORO,39,7,uv
CHORO,39,8,vvb
CHORO,39,9,uvb
CHORO,39,10,uvvvb
CHORO,39,11,mqb
CHORO,39,12,ujt
CHORO,39,13,uj
CHORO,39,14,vt
CHORO,39,15,uvb
CHORO,39,16,et
CHORO,39,17,uvvvh
CHORO,39,18,pvb
CHORO,39,19,et
CHORO,39,20,ut
CHORO,39,21,uvvb
CHORO,39,22,uvb
CHORO,39,23,gvvvb
CHORO,39,24,nrjl
CHORO,39,25,nrjl
CHORO,39,26,nrrl
CHORO,39,27,uv
CHORO,39,28,uvrrjl
CHORO,39,29,nrrl
CHORO,39,30,nrrl
CHORO,39,31,urrt
CHORO,40,1,nrrrb
CHORO,40,2,urrrb
CHORO,40,3,nrrrb
CHORO,40,4,ur
CHORO,40,5,nrvv
CHORO,40,6,uvh
CHORO,40,7,pvrrb
CHORO,40,8,uv
CHORO,40,9,urb
CHORO,40,10,uvvvb
CHORO,40,11,nrrrb
CHORO,40,12,glllb
CHORO,40,13,glvvb
CHORO,40,14,uv
CHORO,40,15,uv
CHORO,40,16,uv
CHORO,40,17,nrvu
CHORO,40,18,ulq
CHORO,40,19,urs
CHORO,40,20,nsb
CHORO,40,21,nsb
