corpus,music,position,r-word
BOSCO,01,1,jjb
BOSCO,01,2,fsb
BOSCO,01,3,jjb
BOSCO,01,4,jjbjeb
BOSCO,01,5,jjj
BOSCO,01,6,ejj
BOSCO,01,7,ejb
BOSCO,01,8,jjj
BOSCO,01,9,ejbjbj
BOSCO,01,10,bjpjlb
BOSCO,01,11,ob
BOSCO,01,12,bjpjlb
BOSCO,01,13,ob
BOSCO,01,14,eee
BOSCO,01,15,eee
BOSCO,01,16,eee
BOSCO,01,17,eee
BOSCO,01,18,ejbb
BOSCO,02,1,uh
BOSCO,02,2,pv
BOSCO,02,3,vh
BOSCO,02,4,pv
BOSCO,02,5,urn
BOSCO,02,6,gac
BOSCO,02,7,rnc
BOSCO,02,8,gnnng
BOSCO,02,9,utc
BOSCO,02,10,gng
BOSCO,03,1,ntm
BOSCO,03,2,nn
BOSCO,03,3,gjrn
BOSCO,03,4,nng
BOSCO,03,5,nnnn
BOSCO,03,6,nnc
BOSCO,03,7,gnrnab
BOSCO,03,8,bg
BOSCO,03,9,urnabb
BOSCO,03,10,urnabb
BOSCO,03,11,urn
BOSCO,03,12,jjn
BOSCO,03,13,nanab
BOSCO,03,14,nn
BOSCO,03,15,jrnnc
BOSCO,03,16,nn
BOSCO,03,17,nr
BOSCO,03,18,uj
BOSCO,04,1,nnmb
BOSCO,04,2,gn
BOSCO,04,3,nnmb
BOSCO,04,4,gn
BOSCO,04,5,nnmb
BOSCO,04,6,gn
BOSCO,04,7,nnmb
BOSCO,04,8,gn
BOSCO,04,9,pvbn
BOSCO,04,10,jprc
BOSCO,04,11,gvbn
BOSCO,04,12,jprc
BOSCO,04,13,vbn
BOSCO,04,14,jurc
BOSCO,04,15,pvbnaj
BOSCO,05,1,u
BOSCO,05,2,grrsb
BOSCO,05,3,grc
BOSCO,05,4,jln
BOSCO,05,5,grc
BOSCO,05,6,jb
BOSCO,05,7,nc
BOSCO,05,8,grc
BOSCO,05,9,nb
BOSCO,05,10,nc
BOSCO,05,11,grcj
BOSCO,05,12,nc
BOSCO,05,13,grc
BOSCO,05,14,jb
BOSCO,05,15,nc
BOSCO,05,16,blnj
BOSCO,05,17,bl
BOSCO,05,18,rn
BOSCO,05,19,nj
BOSCO,05,20,bn
BOSCO,06,1,fdkdj
BOSCO,06,2,jbjj
BOSCO,06,3,kdj
BOSCO,06,4,jbjb
BOSCO,06,5,jj
BOSCO,06,6,fdkdj
BOSCO,06,7,fdkdb
BOSCO,06,8,fdkdb
BOSCO,06,9,kdb
BOSCO,06,10,bjjb
BOSCO,06,11,be
BOSCO,06,12,fdkdb
BOSCO,06,13,eejje
BOSCO,06,14,babababa
BOSCO,06,15,bej
BOSCO,06,16,kdbeb
BOSCO,06,17,kdb
BOSCO,06,18,fdkdjb
BOSCO,07,1,prcb
BOSCO,07,2,nc
BOSCO,07,3,prn
BOSCO,07,4,n
BOSCO,07,5,prn
BOSCO,07,6,rc
BOSCO,07,7,prn
BOSCO,07,8,n
BOSCO,07,9,fsi
BOSCO,07,10,fsi
BOSCO,07,11,fskdb
BOSCO,07,12,fsi
BOSCO,07,13,fskdb
BOSCO,07,14,fsi
BOSCO,07,15,fsi
BOSCO,07,16,fskdb
BOSCO,07,17,fsi
BOSCO,07,18,fsi
BOSCO,07,19,fsi
BOSCO,07,20,fsk
BOSCO,08,1,nngc
BOSCO,08,2,gebg
BOSCO,08,3,nnnc
BOSCO,08,4,ng
BOSCO,08,5,nnnc
BOSCO,08,6,nag
BOSCO,08,7,gruc
BOSCO,08,8,gr
BOSCO,08,9,grnc
BOSCO,08,10,gjln
BOSCO,08,11,grnc
BOSCO,08,12,gjln
BOSCO,08,13,grnc
BOSCO,08,14,gjln
BOSCO,08,15,grn
BOSCO,08,16,nc
BOSCO,08,17,gn
BOSCO,08,18,nc
BOSCO,09,1,ejjjbab
BOSCO,09,2,ejbob
BOSCO,09,3,ejbjbab
BOSCO,09,4,ejbob
BOSCO,09,5,ejbjbab
BOSCO,09,6,ejbob
BOSCO,09,7,ejbjj
BOSCO,09,8,ejbob
BOSCO,09,9,ejbjbab
BOSCO,09,10,ejboj
BOSCO,09,11,ejkdbab
BOSCO,09,12,ejbjj
BOSCO,09,13,ejbjbab
BOSCO,09,14,ejbjb
BOSCO,09,15,ejbobab
BOSCO,09,16,ejbjb
BOSCO,09,17,ejbobab
BOSCO,09,18,ejbjb
BOSCO,09,19,ejbjbab
BOSCO,09,20,ejbjaab
BOSCO,10,1,gb
BOSCO,10,2,osj
BOSCO,10,3,usj
BOSCO,10,4,gvj
BOSCO,10,5,gsj
BOSCO,10,6,usb
BOSCO,10,7,gvj
BOSCO,10,8,osj
BOSCO,10,9,usb
BOSCO,10,10,gb
BOSCO,10,11,pvb
BOSCO,10,12,uth
BOSCO,10,13,psi
BOSCO,10,14,fsi
BOSCO,10,15,gth
BOSCO,10,16,vssb
BOSCO,10,17,gsb
BOSCO,10,18,gsb
BOSCO,10,19,usj
BOSCO,10,20,ssj
BOSCO,10,21,ulh
BOSCO,10,22,oskoj
BOSCO,10,23,ebsbb
BOSCO,10,24,gjessb
BOSCO,10,25,ebuj
BOSCO,10,26,kdkdb
BOSCO,10,27,gsj
BOSCO,10,28,sjeb
BOSCO,11,1,kdkdkdkdbj
BOSCO,11,2,kdkdkdkdkd
BOSCO,11,3,kdkdkdkdbj
BOSCO,11,4,kdkdkdkd
BOSCO,11,5,jb
BOSCO,11,6,bjbbbb
BOSCO,11,7,beb
BOSCO,11,8,fdkdfdk
BOSCO,11,9,eebebj
BOSCO,11,10,eebebj
BOSCO,11,11,eebbb
BOSCO,11,12,kdkdkdkdbj
BOSCO,11,13,kdkdkdkdbj
BOSCO,12,1,grrh
BOSCO,12,2,grn
BOSCO,12,3,ntng
BOSCO,12,4,nrng
BOSCO,12,5,nnrrrn
BOSCO,12,6,ntng
BOSCO,12,7,nrnn
BOSCO,12,8,babn
BOSCO,12,9,nj
BOSCO,12,10,ng
BOSCO,12,11,nrng
BOSCO,12,12,sssrc
BOSCO,12,13,ptrc
BOSCO,12,14,rrcb
BOSCO,12,15,pn
BOSCO,12,16,nj
BOSCO,12,17,nng
BOSCO,12,18,llb
BOSCO,12,19,grnc
BOSCO,12,20,pn
BOSCO,12,21,nn
BOSCO,12,22,pnnc
BOSCO,12,23,erg
BOSCO,12,24,ntnn
BOSCO,13,1,nrb
BOSCO,13,2,gag
BOSCO,13,3,nqng
BOSCO,13,4,gtlcaab
BOSCO,13,5,nrn
BOSCO,13,6,gnnng
BOSCO,13,7,cnrcg
BOSCO,13,8,ghnmab
BOSCO,13,9,nluae
BOSCO,13,10,grrc
BOSCO,13,11,ubug
BOSCO,13,12,uvov
BOSCO,13,13,nh
BOSCO,13,14,uqumb
BOSCO,13,15,nh
BOSCO,13,16,cncul
BOSCO,13,17,ubnnc
BOSCO,13,18,cncnh
BOSCO,13,19,nauc
BOSCO,14,1,ssb
BOSCO,14,2,osj
BOSCO,14,3,ebjb
BOSCO,14,4,ssb
BOSCO,14,5,osjj
BOSCO,14,6,jb
BOSCO,14,7,ebaosb
BOSCO,14,8,osj
BOSCO,14,9,oboj
BOSCO,14,10,ebaosb
BOSCO,14,11,osj
BOSCO,14,12,osb
BOSCO,14,13,ebaosb
BOSCO,14,14,osb
BOSCO,14,15,oss
BOSCO,14,16,esbeeb
BOSCO,14,17,osb
BOSCO,15,1,nrtnc
BOSCO,15,2,tn
BOSCO,15,3,uvtnc
BOSCO,15,4,etn
BOSCO,15,5,uvtn
BOSCO,15,6,bg
BOSCO,15,7,uvrn
BOSCO,15,8,bg
BOSCO,15,9,ej
BOSCO,15,10,urc
BOSCO,15,11,ne
BOSCO,15,12,urc
BOSCO,15,13,nc
BOSCO,15,14,urc
BOSCO,15,15,nrc
BOSCO,15,16,urag
BOSCO,15,17,n
BOSCO,15,18,nrc
BOSCO,15,19,nrc
BOSCO,15,20,nrb
BOSCO,16,1,uc
BOSCO,16,2,nrrrc
BOSCO,16,3,grh
BOSCO,16,4,nnc
BOSCO,16,5,rn
BOSCO,16,6,nrn
BOSCO,16,7,uc
BOSCO,16,8,nrrrn
BOSCO,16,9,uc
BOSCO,16,10,nrvcrnrb
BOSCO,16,11,uc
BOSCO,17,1,gnj
BOSCO,17,2,pnnj
BOSCO,17,3,nnj
BOSCO,17,4,png
BOSCO,17,5,gnj
BOSCO,17,6,pnnn
BOSCO,17,7,nnn
BOSCO,17,8,nn
BOSCO,17,9,ng
BOSCO,17,10,nnj
BOSCO,17,11,pnnj
BOSCO,17,12,gnj
BOSCO,17,13,pnnn
BOSCO,17,14,gnj
BOSCO,17,15,pnnn
BOSCO,17,16,gnj
BOSCO,17,17,pnnnc
BOSCO,17,18,gag
BOSCO,17,19,gnn
BOSCO,17,20,gnnag
BOSCO,17,21,gnj
BOSCO,17,22,nnj
BOSCO,17,23,pnaabg
BOSCO,17,24,gnj
BOSCO,17,25,nnn
BOSCO,17,26,nc
BOSCO,17,27,cabg
BOSCO,18,1,gv
BOSCO,18,2,os
BOSCO,18,3,psb
BOSCO,18,4,esb
BOSCO,18,5,esb
BOSCO,18,6,gvv
BOSCO,18,7,esksb
BOSCO,18,8,kdkd
BOSCO,18,9,kdkd
BOSCO,18,10,kdkdb
BOSCO,18,11,oskdkdb
BOSCO,18,12,osb
BOSCO,18,13,gcbob
BOSCO,18,14,jjsb
BOSCO,18,15,jbobob
BOSCO,18,16,eejeb
BOSCO,19,1,baeebb
BOSCO,19,2,eebb
BOSCO,19,3,ejssj
BOSCO,19,4,bb
BOSCO,19,5,fssse
BOSCO,19,6,bbje
BOSCO,19,7,baeejj
BOSCO,19,8,bbje
BOSCO,19,9,bbj
BOSCO,19,10,fsssj
BOSCO,19,11,ejjb
BOSCO,19,12,bbbb
BOSCO,19,13,bb
BOSCO,19,14,fsi
BOSCO,19,15,fsi
BOSCO,19,16,fsjbb
BOSCO,19,17,osi
BOSCO,19,18,fsvb
BOSCO,19,19,ejjbb
BOSCO,19,20,ejjjjjbb
BOSCO,19,21,ejjjjjbb
BOSCO,19,22,ejjj
BOSCO,19,23,jjjj
BOSCO,19,24,essssb
BOSCO,19,25,ejbb
BOSCO,19,26,bojjj
BOSCO,20,1,ejjjjj
BOSCO,20,2,jjjb
BOSCO,20,3,ejjjjj
BOSCO,20,4,jjjb
BOSCO,20,5,eebeeb
BOSCO,20,6,eekdkdkdbe
BOSCO,20,7,eebeeb
BOSCO,20,8,eekdkdkdbe
BOSCO,20,9,eebeeb
BOSCO,20,10,eekdkdkdbe
BOSCO,21,1,nnmb
BOSCO,21,2,gnng
BOSCO,21,3,gnn
BOSCO,21,4,gnn
BOSCO,21,5,gnn
BOSCO,21,6,ngnj
BOSCO,21,7,nngnn
BOSCO,21,8,jtnnmb
BOSCO,21,9,gnml
BOSCO,21,10,nnc
BOSCO,21,11,nnmb
BOSCO,21,12,nntc
BOSCO,21,13,nvg
BOSCO,21,14,gnrn
BOSCO,21,15,nnc
BOSCO,21,16,grlnab
BOSCO,21,17,babnab
BOSCO,21,18,nnrt
BOSCO,21,19,nnng
BOSCO,21,20,betn
BOSCO,21,21,gnrc
BOSCO,21,22,pnnn
BOSCO,21,23,nnn
BOSCO,21,24,bbbnab
BOSCO,21,25,bnab
BOSCO,21,26,bbbnab
BOSCO,21,27,bnbb
BOSCO,21,28,bnab
BOSCO,21,29,bab
BOSCO,21,30,nnc
BOSCO,21,31,ncg
BOSCO,21,32,gajln
BOSCO,21,33,bab
BOSCO,21,34,nnanab
BOSCO,21,35,nnanab
BOSCO,21,36,najln
BOSCO,22,1,kdkdk
BOSCO,22,2,kdkdk
BOSCO,22,3,kdkdk
BOSCO,22,4,kdkdk
BOSCO,22,5,ojjj
BOSCO,22,6,kdkdk
BOSCO,22,7,bsbjbb
BOSCO,22,8,jjjbb
BOSCO,22,9,kdkdk
BOSCO,22,10,kdkdk
BOSCO,23,1,gajb
BOSCO,23,2,gn
BOSCO,23,3,gjb
BOSCO,23,4,n
BOSCO,23,5,gjb
BOSCO,23,6,pnn
BOSCO,23,7,ggjb
BOSCO,23,8,pn
BOSCO,23,9,gjb
BOSCO,23,10,n
BOSCO,23,11,gjb
BOSCO,23,12,pnncag
BOSCO,23,13,nnnn
BOSCO,23,14,grtn
BOSCO,23,15,nnnc
BOSCO,23,16,eaag
BOSCO,23,17,gecbe
BOSCO,23,18,neclab
BOSCO,23,19,nnnn
BOSCO,23,20,grtn
BOSCO,23,21,nnnc
BOSCO,24,1,uvb
BOSCO,24,2,osjb
BOSCO,24,3,ossb
BOSCO,24,4,uvbbb
BOSCO,24,5,usj
BOSCO,24,6,osbeb
BOSCO,24,7,osjb
BOSCO,24,8,osjjb
BOSCO,24,9,osjl
BOSCO,24,10,nnnn
BOSCO,24,11,granb
BOSCO,24,12,kdkdsb
BOSCO,24,13,ej
BOSCO,24,14,nn
BOSCO,24,15,sjb
BOSCO,24,16,kdb
BOSCO,24,17,sjbaaaaaab
BOSCO,25,1,fdkdj
BOSCO,25,2,osj
BOSCO,25,3,otj
BOSCO,25,4,oj
BOSCO,25,5,osb
BOSCO,25,6,gvb
BOSCO,25,7,pjj
BOSCO,25,8,jj
BOSCO,25,9,ovh
BOSCO,25,10,gvvlj
BOSCO,25,11,gvjjbej
BOSCO,25,12,obabab
BOSCO,25,13,ejkdj
BOSCO,25,14,jaj
BOSCO,25,15,jj
BOSCO,25,16,ejbbaj
BOSCO,25,17,gvj
BOSCO,25,18,gqjj
BOSCO,25,19,jjbaeb
BOSCO,25,20,ejeee
BOSCO,25,21,ejkdb
BOSCO,25,22,pjaejb
BOSCO,25,23,eejeej
BOSCO,25,24,ejej
BOSCO,25,25,ejeb
BOSCO,25,26,ejefdb
BOSCO,25,27,ejsj
BOSCO,25,28,jjjj
BOSCO,25,29,ejoj
BOSCO,25,30,eebaaab
BOSCO,26,1,jj
BOSCO,26,2,jjjjjj
BOSCO,26,3,jj
BOSCO,26,4,jjjjjj
BOSCO,26,5,jjjjb
BOSCO,26,6,ebeb
BOSCO,26,7,ubsbe
BOSCO,26,8,eebe
BOSCO,26,9,ejjjjj
BOSCO,26,10,eej
BOSCO,26,11,jjjjjj
BOSCO,26,12,jj
BOSCO,26,13,jjjjjj
BOSCO,26,14,bbb
BOSCO,27,1,bgnbbab
BOSCO,27,2,grnnb
BOSCO,27,3,bl
BOSCO,27,4,bgnbbab
BOSCO,27,5,grnnb
BOSCO,27,6,bl
BOSCO,27,7,baaaejb
BOSCO,27,8,ejb
BOSCO,27,9,ejb
BOSCO,27,10,ejb
BOSCO,27,11,ejb
BOSCO,27,12,ejb
BOSCO,27,13,jjjj
BOSCO,27,14,leb
BOSCO,27,15,eleb
BOSCO,27,16,eleb
BOSCO,27,17,eleb
BOSCO,27,18,eleb
BOSCO,27,19,eleb
BOSCO,27,20,eleb
BOSCO,27,21,eleb
BOSCO,27,22,eleb
BOSCO,27,23,eleb
BOSCO,27,24,el
BOSCO,27,25,el
BOSCO,27,26,el
BOSCO,28,1,naaln
BOSCO,28,2,rabbn
BOSCO,28,3,gaalc
BOSCO,28,4,caln
BOSCO,28,5,nabb
BOSCO,28,6,ncb
BOSCO,28,7,nalacg
BOSCO,28,8,ln
BOSCO,28,9,lan
BOSCO,28,10,bbnc
BOSCO,28,11,najln
BOSCO,28,12,nrln
BOSCO,28,13,jlcc
BOSCO,28,14,n
BOSCO,28,15,jlnnrb
BOSCO,28,16,gn
BOSCO,28,17,jlgg
BOSCO,28,18,nabbn
BOSCO,28,19,etn
BOSCO,28,20,bbn
BOSCO,28,21,lnc
BOSCO,28,22,cg
BOSCO,28,23,gaabg
BOSCO,28,24,ngag
BOSCO,28,25,bbncabg
BOSCO,29,1,rb
BOSCO,29,2,puc
BOSCO,29,3,gv
BOSCO,29,4,uh
BOSCO,29,5,gv
BOSCO,29,6,ur
BOSCO,29,7,nnl
BOSCO,29,8,uug
BOSCO,29,9,nnn
BOSCO,29,10,gv
BOSCO,29,11,ur
BOSCO,29,12,nuc
BOSCO,29,13,unn
BOSCO,29,14,nnc
BOSCO,29,15,nrb
BOSCO,29,16,tgn
BOSCO,29,17,grrrrb
BOSCO,29,18,grrrrb
BOSCO,30,1,grb
BOSCO,30,2,gncl
BOSCO,30,3,grb
BOSCO,30,4,gnnc
BOSCO,30,5,nabb
BOSCO,30,6,nab
BOSCO,30,7,nnn
BOSCO,30,8,nab
BOSCO,30,9,gab
BOSCO,30,10,jlnaab
BOSCO,30,11,ln
BOSCO,30,12,gpnc
BOSCO,30,13,jb
BOSCO,30,14,naab
BOSCO,30,15,gag
BOSCO,30,16,jlnag
BOSCO,30,17,ggn
BOSCO,30,18,jpn
BOSCO,30,19,nncabab
BOSCO,30,20,gaab
BOSCO,30,21,jlnaab
BOSCO,30,22,bbn
BOSCO,30,23,gjnn
BOSCO,30,24,nncbab
BOSCO,30,25,gn
BOSCO,30,26,bgagag
BOSCO,30,27,gagab
BOSCO,30,28,nnc
BOSCO,30,29,bbn
BOSCO,30,30,nn
BOSCO,30,31,nab
BOSCO,31,1,ob
BOSCO,31,2,ob
BOSCO,31,3,osb
BOSCO,31,4,ob
BOSCO,31,5,ob
BOSCO,31,6,oj
BOSCO,31,7,gskdb
BOSCO,31,8,efdb
BOSCO,31,9,osb
BOSCO,31,10,osb
BOSCO,31,11,oj
BOSCO,31,12,osj
BOSCO,31,13,ojjj
BOSCO,31,14,jjjjjj
BOSCO,31,15,oj
BOSCO,31,16,ojjj
BOSCO,31,17,jjjj
BOSCO,31,18,jjj
BOSCO,31,19,ejbaaaaabae
BOSCO,32,1,jjjbab
BOSCO,32,2,jjjb
BOSCO,32,3,jjjbab
BOSCO,32,4,jjjb
BOSCO,32,5,jjjbab
BOSCO,32,6,jjjbab
BOSCO,32,7,jjjbab
BOSCO,32,8,jjjbab
BOSCO,33,1,jtnc
BOSCO,33,2,jtnc
BOSCO,33,3,nrn
BOSCO,33,4,jtnc
BOSCO,33,5,ntnc
BOSCO,33,6,ntnn
BOSCO,33,7,jtnc
BOSCO,33,8,ntnc
BOSCO,33,9,nrnnc
BOSCO,33,10,ntnc
BOSCO,33,11,nrnc
BOSCO,33,12,nrnc
BOSCO,33,13,babgab
BOSCO,33,14,ntnab
BOSCO,33,15,ntnaab
BOSCO,33,16,ntnn
BOSCO,33,17,babgab
BOSCO,33,18,jtnc
BOSCO,33,19,jtnc
BOSCO,33,20,jtnaab
BOSCO,33,21,nrrnc
BOSCO,33,22,ntnab
BOSCO,33,23,jjb
BOSCO,33,24,nc
BOSCO,33,25,nn
BOSCO,34,1,ejjjj
BOSCO,34,2,ejjjj
BOSCO,34,3,ejjjj
BOSCO,34,4,ejjjje
BOSCO,34,5,kdb
BOSCO,34,6,kdb
BOSCO,34,7,kdb
BOSCO,34,8,kdb
BOSCO,34,9,bkdb
BOSCO,34,10,ekdbe
BOSCO,34,11,ejjj
BOSCO,34,12,kdkdje
BOSCO,35,1,uun
BOSCO,35,2,pvh
BOSCO,35,3,ncgbob
BOSCO,35,4,npb
BOSCO,35,5,n
BOSCO,35,6,nanlcaac
BOSCO,35,7,nant
BOSCO,35,8,gtc
BOSCO,35,9,nl
BOSCO,35,10,gt
BOSCO,35,11,nn
BOSCO,36,1,jb
BOSCO,36,2,eeajbb
BOSCO,36,3,jb
BOSCO,36,4,eeajbb
BOSCO,36,5,kdb
BOSCO,36,6,kdkdkdj
BOSCO,36,7,kdb
BOSCO,36,8,kdkdkdb
BOSCO,36,9,kdb
BOSCO,36,10,kdkdbjaeab
BOSCO,36,11,kdb
BOSCO,36,12,kdkdjeabe
BOSCO,36,13,jb
BOSCO,36,14,jb
BOSCO,36,15,jboj
BOSCO,37,1,nqb
BOSCO,37,2,png
BOSCO,37,3,grc
BOSCO,37,4,gqb
BOSCO,37,5,png
BOSCO,37,6,grc
BOSCO,37,7,gtrnc
BOSCO,37,8,grh
BOSCO,37,9,grh
BOSCO,37,10,grh
BOSCO,37,11,grc
BOSCO,37,12,grrng
BOSCO,37,13,nmtn
BOSCO,37,14,gtrnc
BOSCO,37,15,gmtnc
BOSCO,37,16,grrrc
BOSCO,37,17,nc
BOSCO,37,18,grb
BOSCO,37,19,pnab
BOSCO,37,20,nab
BOSCO,37,21,nab
BOSCO,37,22,nc
BOSCO,37,23,grb
BOSCO,37,24,pnab
BOSCO,38,1,sse
BOSCO,38,2,osj
BOSCO,38,3,ejjb
BOSCO,38,4,osj
BOSCO,38,5,gvj
BOSCO,38,6,ebsb
BOSCO,38,7,esb
BOSCO,38,8,ovbab
BOSCO,38,9,ejj
BOSCO,38,10,ejjbab
BOSCO,38,11,osb
BOSCO,38,12,kdkdkdbb
BOSCO,38,13,ejjb
BOSCO,38,14,kdkdjobe
BOSCO,38,15,ejjj
BOSCO,38,16,fsbe
BOSCO,38,17,ossj
BOSCO,38,18,osb
BOSCO,38,19,osbb
BOSCO,38,20,osbb
BOSCO,39,1,ng
BOSCO,39,2,nnn
BOSCO,39,3,ng
BOSCO,39,4,nnn
BOSCO,39,5,nab
BOSCO,39,6,bnanag
BOSCO,39,7,ng
BOSCO,39,8,nnnn
BOSCO,39,9,nnnnab
BOSCO,39,10,nnaabg
BOSCO,39,11,ebe
BOSCO,39,12,nnnn
BOSCO,39,13,nnnnaab
BOSCO,39,14,babgaab
BOSCO,39,15,bab
BOSCO,39,16,nnnnaab
BOSCO,39,17,nnnnab
BOSCO,39,18,nnaabb
BOSCO,39,19,crc
BOSCO,40,1,ejjte
BOSCO,40,2,eet
BOSCO,40,3,ejjjkde
BOSCO,40,4,eet
BOSCO,40,5,ejjte
BOSCO,40,6,kdkdjaae
BOSCO,40,7,ejjte
BOSCO,40,8,eee
BOSCO,40,9,ejjjkde
BOSCO,40,10,fdl
BOSCO,40,11,ejjbje
BOSCO,40,12,kdkd
BOSCO,40,13,fdkd
BOSCO,40,14,fdkdkd
BOSCO,40,15,baaabaej
BOSCO,40,16,fdkd
BOSCO,40,17,fdbb
BOSCO,40,18,eejee
BOSCO,40,19,ejj
BOSCO,40,20,jjjj
BOSCO,40,21,jl
BOSCO,40,22,kdfdkd
BOSCO,40,23,eejjt
BOSCO,40,24,ejl
BOSCO,40,25,kdfdbeae
BOSCO,41,1,vumg
BOSCO,41,2,ekdbpbag
BOSCO,41,3,usb
BOSCO,41,4,bgvac
BOSCO,41,5,gvac
BOSCO,41,6,gv
BOSCO,41,7,pug
BOSCO,41,8,gsb
BOSCO,41,9,bfkdj
BOSCO,41,10,gvb
BOSCO,41,11,naosj
BOSCO,41,12,obaaab
BOSCO,41,13,gqb
BOSCO,41,14,oqbc
BOSCO,41,15,gqbc
BOSCO,41,16,gqb
BOSCO,41,17,gv
BOSCO,41,18,gqb
BOSCO,41,19,gv
BOSCO,41,20,gqb
BOSCO,42,1,nnmbnab
BOSCO,42,2,bg
BOSCO,42,3,bg
BOSCO,42,4,bg
BOSCO,42,5,gnnnnnn
BOSCO,42,6,gnn
BOSCO,42,7,nabb
BOSCO,42,8,gnnnnnn
BOSCO,42,9,gnnnc
BOSCO,42,10,gjln
BOSCO,42,11,nncn
BOSCO,42,12,grbnag
BOSCO,42,13,grrc
BOSCO,42,14,grrc
BOSCO,42,15,grbn
BOSCO,42,16,njbnn
BOSCO,42,17,grrn
BOSCO,42,18,gjl
BOSCO,42,19,nncrb
BOSCO,42,20,rnnnnc
BOSCO,42,21,grrn
BOSCO,42,22,grb
BOSCO,42,23,gnnnrc
BOSCO,42,24,rrc
BOSCO,42,25,jb
BOSCO,42,26,nnmb
BOSCO,42,27,nab
BOSCO,42,28,bbnn
BOSCO,42,29,nnc
BOSCO,42,30,nnrb
BOSCO,42,31,nnncn
BOSCO,43,1,sb
BOSCO,43,2,sb
BOSCO,43,3,sbjsb
BOSCO,43,4,ob
BOSCO,43,5,osb
BOSCO,43,6,pqb
BOSCO,43,7,oboj
BOSCO,43,8,ekdkdj
BOSCO,43,9,gsb
BOSCO,43,10,osb
BOSCO,43,11,osb
BOSCO,43,12,obakdb
BOSCO,43,13,gsj
BOSCO,43,14,gbobosb
BOSCO,43,15,osb
BOSCO,43,16,objb
BOSCO,43,17,ekdkdj
BOSCO,44,1,ejjj
BOSCO,44,2,jbb
BOSCO,44,3,jbb
BOSCO,44,4,ejjj
BOSCO,44,5,ejbb
BOSCO,44,6,jbb
BOSCO,44,7,ejaejj
BOSCO,44,8,ejjjb
BOSCO,44,9,ejsj
BOSCO,44,10,ejsj
BOSCO,44,11,ojjj
BOSCO,44,12,ejsj
BOSCO,44,13,ejaojj
BOSCO,44,14,esjeb
BOSCO,44,15,obaasb
BOSCO,44,16,esj
BOSCO,44,17,ejojsbb
BOSCO,44,18,ojoj
BOSCO,44,19,jjbej
BOSCO,44,20,ejaeeb
BOSCO,44,21,jjbeb
BOSCO,44,22,fdbjb
BOSCO,44,23,esbeb
BOSCO,44,24,ebjfdb
BOSCO,44,25,fdbafdbaaab
BOSCO,44,26,kdbaajb
BOSCO,44,27,objej
BOSCO,44,28,jjjb
BOSCO,45,1,ejrn
BOSCO,45,2,gnc
BOSCO,45,3,gnc
BOSCO,45,4,gnn
BOSCO,45,5,nnnnn
BOSCO,45,6,gnrc
BOSCO,45,7,ggnrb
BOSCO,45,8,gnnnn
BOSCO,45,9,r
BOSCO,45,10,jln
BOSCO,45,11,nnrnmb
BOSCO,45,12,nntrrn
BOSCO,45,13,nnt
BOSCO,45,14,nnj
BOSCO,45,15,nnnc
BOSCO,45,16,nnj
BOSCO,45,17,nnn
BOSCO,45,18,nnnn
BOSCO,45,19,gnrj
BOSCO,45,20,gnrb
BOSCO,46,1,bbbbb
BOSCO,46,2,bjjjjb
BOSCO,46,3,ebabab
BOSCO,46,4,babbbbb
BOSCO,46,5,bjjjj
BOSCO,46,6,okb
BOSCO,46,7,bajjb
BOSCO,46,8,babab
BOSCO,47,1,usj
BOSCO,47,2,usj
BOSCO,47,3,esjj
BOSCO,47,4,usb
BOSCO,47,5,usj
BOSCO,47,6,osb
BOSCO,47,7,usj
BOSCO,47,8,usj
BOSCO,47,9,usb
BOSCO,47,10,uvj
BOSCO,47,11,usj
BOSCO,47,12,jsb
BOSCO,47,13,pvj
BOSCO,47,14,pvj
BOSCO,47,15,fssj
BOSCO,47,16,osb
BOSCO,47,17,ssb
BOSCO,47,18,fsj
BOSCO,47,19,fsj
BOSCO,47,20,fsj
BOSCO,47,21,osc
BOSCO,48,1,gqb
BOSCO,48,2,gre
BOSCO,48,3,gbum
BOSCO,48,4,grb
BOSCO,48,5,grc
BOSCO,48,6,ebjb
BOSCO,48,7,grc
BOSCO,48,8,erc
BOSCO,48,9,gbnbab
BOSCO,48,10,grc
BOSCO,48,11,grn
BOSCO,48,12,bmb
BOSCO,48,13,grc
BOSCO,48,14,grc
BOSCO,48,15,grc
BOSCO,48,16,crc
BOSCO,48,17,gvm
BOSCO,48,18,ngrb
BOSCO,48,19,prc
BOSCO,48,20,gh
BOSCO,48,21,cbe
BOSCO,48,22,baabe
BOSCO,48,23,bcb
BOSCO,48,24,gl
BOSCO,49,1,nrrrh
BOSCO,49,2,grh
BOSCO,49,3,grb
BOSCO,49,4,nrrrh
BOSCO,49,5,grh
BOSCO,49,6,grh
BOSCO,49,7,grnj
BOSCO,49,8,ernm
BOSCO,49,9,ernrnc
BOSCO,49,10,ernj
BOSCO,49,11,ernn
BOSCO,49,12,ernrnm
BOSCO,50,1,ejjjj
BOSCO,50,2,ejjjj
BOSCO,50,3,ejjjb
BOSCO,50,4,ejjjj
BOSCO,50,5,ejjj
BOSCO,50,6,eejj
BOSCO,50,7,jeejj
BOSCO,50,8,kdkdj
BOSCO,50,9,eejbb
BOSCO,50,10,bjbb
BOSCO,50,11,ejjj
BOSCO,50,12,ejbb
BOSCO,50,13,fdkdb
