corpus,musica,0,1,2,3,4,5,6,7,8,9,10,11
CHORO,33,69,0,0,59,0,0,44,0,0,69,0,0
CHORO,34,121,0,0,58,18,0,95,0,18,79,0,0
CHORO,35,86,0,6,46,6,0,72,0,6,71,6,0
CHORO,36,56,0,0,47,0,0,51,0,0,50,0,0
CHORO,37,59,0,0,53,0,0,50,0,0,65,0,0
CHORO,38,169,0,0,0,0,0,82,0,0,18,0,0
CHORO,39,76,0,0,70,0,0,66,0,0,81,0,0
CHORO,40,95,0,0,80,4,0,46,0,4,97,0,0
CHORO,41,76,0,0,71,0,0,71,0,0,88,0,0
CHORO,42,74,0,0,68,0,0,26,0,0,73,0,0
CHORO,43,31,0,0,34,0,0,14,0,0,34,0,0
CHORO,44,74,0,0,75,0,0,71,0,0,89,0,0
CHORO,45,79,0,0,79,0,0,8,0,0,88,0,0
CHORO,46,96,0,0,80,0,0,85,0,0,79,0,0
CHORO,47,82,0,0,68,0,0,78,0,0,79,0,0
CHORO,48,83,0,0,72,0,0,70,0,0,73,0,0
CHORO,49,69,0,0,71,0,0,17,0,0,85,0,0
DJAVAN,01,12,0,0,34,3,0,7,0,3,45,0,0
DJAVAN,02,39,0,0,41,0,0,36,0,0,39,0,0
DJAVAN,03,45,0,0,0,3,0,38,0,3,1,0,0
DJAVAN,04,33,0,0,32,2,0,38,0,2,35,0,0
DJAVAN,05,36,0,0,63,0,0,10,0,0,63,0,0
DJAVAN,06,14,0,0,37,0,0,14,0,0,49,0,0
DJAVAN,07,39,0,0,6,14,0,34,0,13,6,0,0
DJAVAN,08,68,0,0,0,0,0,57,0,0,1,0,0
DJAVAN,09,29,0,0,43,0,0,30,0,0,45,0,0
DJAVAN,10,64,0,0,10,2,0,32,0,2,20,0,0
DJAVAN,11,44,0,0,3,8,0,36,0,8,1,1,0
DJAVAN,12,24,0,0,0,34,0,23,0,35,0,0,0
DJAVAN,13,36,0,0,24,1,0,42,0,1,21,0,0
DJAVAN,14,22,0,0,18,5,0,20,0,6,24,0,0
DJAVAN,15,11,0,0,22,0,0,9,0,0,14,0,0
DJAVAN,16,46,0,0,6,3,0,38,0,3,16,0,0
DJAVAN,17,26,0,0,20,0,0,16,0,0,20,0,0
DJAVAN,18,21,0,0,33,3,0,18,0,3,43,0,0
DJAVAN,19,23,0,0,29,0,0,23,0,0,29,0,0
DJAVAN,20,24,0,0,8,5,0,20,0,5,4,0,0
DJAVAN,21,38,0,0,1,4,0,29,0,4,0,0,0
DJAVAN,22,33,0,0,39,0,0,36,0,0,46,0,0
DJAVAN,23,31,0,0,0,0,0,31,0,0,0,0,0
DJAVAN,24,24,0,0,12,0,0,26,0,0,18,0,0
DJAVAN,25,11,0,0,34,0,0,10,0,0,50,0,0
DJAVAN,26,16,0,0,22,0,0,6,0,0,14,0,0
DJAVAN,27,36,0,0,0,3,0,25,0,3,6,0,0
DJAVAN,28,17,0,0,36,0,0,14,0,0,39,0,0
DJAVAN,29,19,0,0,16,1,0,20,0,1,15,0,0
DJAVAN,30,15,0,0,16,6,0,11,0,5,26,0,0
DJAVAN,31,30,0,0,4,17,0,29,0,18,4,0,0
DJAVAN,32,16,0,0,1,15,0,5,0,17,12,0,0
DJAVAN,33,14,0,0,29,0,0,12,0,1,25,1,0
DJAVAN,34,19,0,0,27,0,0,28,0,0,39,0,0
DJAVAN,35,31,0,0,35,2,0,26,0,2,30,0,0
DJAVAN,36,47,0,0,1,0,0,50,0,0,8,0,0
DJAVAN,37,31,0,0,0,18,0,1,0,21,1,0,0
DJAVAN,38,20,0,0,10,6,0,17,0,5,17,0,0
DJAVAN,39,22,0,0,43,2,0,25,0,2,44,0,0
DJAVAN,40,26,0,0,33,0,0,21,0,0,30,0,0
DJAVAN,41,26,0,0,31,0,0,33,0,0,40,0,0
DJAVAN,42,18,0,0,45,1,0,13,0,1,52,0,0
DJAVAN,43,44,0,0,0,1,0,26,0,1,0,0,0
DJAVAN,44,58,0,0,0,22,0,17,0,22,0,0,0
DJAVAN,45,28,0,0,14,4,0,26,0,4,15,0,0
DJAVAN,46,32,0,0,21,0,0,29,0,0,24,0,0
DJAVAN,47,48,0,0,0,10,0,34,0,9,0,0,0
DJAVAN,48,24,0,0,14,1,0,26,0,1,21,0,0
DJAVAN,49,24,0,0,6,9,0,18,0,10,16,0,0
GIL,01,22,0,0,20,0,0,4,0,0,26,0,0
GIL,02,24,0,0,73,0,0,16,0,0,77,0,0
GIL,03,15,0,0,6,0,0,22,0,0,17,0,0
GIL,04,52,0,0,50,0,0,51,0,0,50,0,0
GIL,05,36,0,0,31,0,0,34,0,0,29,0,0
GIL,06,35,0,0,40,0,0,25,0,0,59,0,0
GIL,07,92,0,0,2,2,0,102,0,2,0,0,0
GIL,08,59,0,0,12,0,0,15,0,0,25,0,0
GIL,09,54,0,0,0,2,0,44,0,2,0,0,0
GIL,10,41,0,0,41,0,0,27,0,0,63,0,0
GIL,11,37,0,0,0,0,0,0,0,38,0,0,0
GIL,12,30,0,0,25,0,0,22,0,0,10,0,0
GIL,13,47,0,0,31,0,0,16,0,0,42,0,0
GIL,14,12,0,0,17,9,0,8,0,9,28,0,0
GIL,15,50,0,0,50,0,0,26,0,0,66,0,0
GIL,16,37,0,0,0,5,0,17,0,5,0,0,0
GIL,17,52,0,0,0,3,0,46,0,3,0,0,0
GIL,18,22,0,0,8,0,0,14,0,0,18,0,0
GIL,19,13,0,0,51,0,0,15,0,0,64,0,0
GIL,20,39,0,0,0,29,0,10,0,30,0,0,0
GIL,21,0,0,0,0,0,0,0,0,0,0,0,0
GIL,22,0,0,0,0,0,0,0,0,0,0,0,0
GIL,23,0,0,0,0,0,0,0,0,0,0,0,0
GIL,24,0,0,0,0,0,0,0,0,0,0,0,0
GIL,25,0,0,0,0,0,0,0,0,0,0,0,0
GIL,26,0,0,0,0,0,0,0,0,0,0,0,0
GIL,27,0,0,0,0,0,0,0,0,0,0,0,0
GIL,28,0,0,0,0,0,0,0,0,0,0,0,0
GIL,29,0,0,0,0,0,0,0,0,0,0,0,0
GIL,30,0,0,0,0,0,0,0,0,0,0,0,0
GIL,31,0,0,0,0,0,0,0,0,0,0,0,0
GIL,32,0,0,0,0,0,0,0,0,0,0,0,0
GIL,33,0,0,0,0,0,0,0,0,0,0,0,0
GIL,34,0,0,0,0,0,0,0,0,0,0,0,0
GIL,35,0,0,0,0,0,0,0,0,0,0,0,0
GIL,36,0,0,0,0,0,0,0,0,0,0,0,0
GIL,37,0,0,0,0,0,0,0,0,0,0,0,0
GIL,38,0,0,0,0,0,0,0,0,0,0,0,0
GIL,39,0,0,0,0,0,0,0,0,0,0,0,0
GIL,40,0,0,0,0,0,0,0,0,0,0,0,0
GIL,41,0,0,0,0,0,0,0,0,0,0,0,0
GIL,42,0,0,0,0,0,0,0,0,0,0,0,0
GIL,43,0,0,0,0,0,0,0,0,0,0,0,0
GIL,44,0,0,0,0,0,0,0,0,0,0,0,0
GIL,45,0,0,0,0,0,0,0,0,0,0,0,0
GIL,46,0,0,0,0,0,0,0,0,0,0,0,0
GIL,47,0,0,0,0,0,0,0,0,0,0,0,0
GIL,48,0,0,0,0,0,0,0,0,0,0,0,0
GIL,49,0,0,0,0,0,0,0,0,0,0,0,0
JAZZ,01,49,0,0,0,0,0,0,0,0,0,0,0
JAZZ,02,72,0,0,0,0,0,0,0,0,0,0,0
JAZZ,03,31,0,0,0,3,0,23,0,3,0,0,0
JAZZ,04,27,0,0,0,0,0,31,0,0,0,0,0
JAZZ,05,48,0,0,0,6,0,8,0,6,0,0,0
JAZZ,06,80,0,0,0,2,0,0,0,2,0,0,0
JAZZ,07,34,0,0,0,2,0,46,0,2,0,0,0
JAZZ,08,52,0,0,0,9,0,7,0,9,0,0,0
JAZZ,09,59,0,0,0,0,0,34,0,0,0,0,0
JAZZ,10,60,0,0,0,0,0,22,0,0,0,0,0
JAZZ,11,42,0,0,0,0,0,2,0,0,0,0,0
JAZZ,12,36,0,0,0,3,0,30,0,3,0,0,0
JAZZ,13,55,0,0,0,4,0,36,0,4,0,0,0
JAZZ,14,12,0,0,0,0,0,18,0,0,0,0,0
JAZZ,15,66,0,0,0,0,0,23,0,0,0,0,0
JAZZ,16,25,0,0,1,0,0,6,0,0,2,0,0
JAZZ,17,46,0,0,0,4,0,9,0,4,0,0,0
JAZZ,18,70,0,0,0,0,0,2,0,0,0,0,0
JAZZ,19,39,0,0,3,1,0,50,0,1,3,0,0
JAZZ,20,42,0,0,0,0,0,39,0,0,2,0,0
JAZZ,21,43,0,0,0,2,0,43,0,2,0,0,0
JAZZ,22,65,0,0,0,0,0,8,0,0,0,0,0
JAZZ,23,19,0,0,0,5,0,7,0,5,0,0,0
JAZZ,24,56,0,0,0,0,0,39,0,0,0,0,0
JAZZ,25,26,0,0,0,0,0,34,0,0,0,0,0
JAZZ,26,17,0,0,0,0,0,7,0,0,0,0,0
JAZZ,27,28,0,0,0,9,0,22,0,10,7,0,0
JAZZ,28,28,0,0,0,0,0,35,0,0,0,0,0
JAZZ,29,43,0,0,0,0,0,4,0,0,0,0,0
JAZZ,30,48,0,0,0,0,0,40,0,0,7,0,0
JAZZ,31,52,0,0,0,2,0,14,0,2,0,0,0
JAZZ,32,59,0,0,0,3,0,36,0,3,0,0,0
JAZZ,33,36,0,0,0,0,0,34,0,0,0,0,0
JAZZ,34,37,0,0,0,0,0,1,0,0,0,0,0
JAZZ,35,59,0,0,0,4,0,24,0,4,0,0,0
JAZZ,36,38,0,0,0,4,0,26,0,8,0,0,0
JAZZ,37,63,0,0,6,2,0,44,0,2,14,0,0
JAZZ,38,55,0,0,0,0,0,11,0,0,0,0,0
JAZZ,39,49,0,0,0,16,0,31,0,16,0,0,0
JAZZ,40,62,0,0,0,0,0,24,0,0,18,0,0
JAZZ,41,77,0,0,0,0,0,13,0,0,0,0,0
JAZZ,42,85,0,0,0,17,0,82,0,17,0,0,0
JAZZ,43,21,0,0,0,0,0,31,0,0,1,0,0
JAZZ,44,29,0,0,0,6,0,28,0,6,0,0,0
JAZZ,45,64,0,0,0,6,0,25,0,6,0,0,0
JAZZ,46,28,0,0,0,0,0,44,0,0,0,0,0
JAZZ,47,18,0,0,0,4,0,26,0,4,0,0,0
JAZZ,48,57,0,0,0,0,0,28,0,0,0,0,0
JAZZ,49,56,0,0,0,5,0,47,0,5,0,0,0
JOBIM,01,93,0,0,1,26,0,49,0,26,0,0,0
JOBIM,02,30,0,0,37,0,0,20,0,0,40,0,0
JOBIM,03,30,0,0,27,0,0,27,0,0,30,0,0
JOBIM,04,47,0,0,0,5,0,38,0,5,0,0,0
JOBIM,05,66,0,0,22,10,0,14,0,15,33,0,0
JOBIM,06,25,0,0,30,2,0,24,0,2,41,0,0
JOBIM,07,19,0,0,26,0,0,16,0,0,32,0,0
JOBIM,08,81,0,0,0,0,0,46,0,0,2,0,0
JOBIM,09,58,0,0,6,26,0,10,0,26,9,0,0
JOBIM,10,46,0,0,1,7,0,32,0,6,1,0,0
JOBIM,11,21,0,0,66,0,0,26,0,0,103,0,0
JOBIM,12,39,0,0,17,13,0,5,0,13,26,0,0
JOBIM,13,75,0,0,0,59,0,7,0,59,2,0,0
JOBIM,14,48,0,0,0,4,0,36,0,4,0,0,0
JOBIM,15,22,0,0,86,0,0,12,0,0,96,0,0
JOBIM,16,54,0,0,0,26,0,8,0,26,0,0,0
JOBIM,17,14,0,0,36,0,0,25,0,0,50,0,0
JOBIM,18,41,0,0,0,31,0,5,0,33,0,0,0
JOBIM,19,25,0,0,17,8,0,32,0,8,37,0,0
JOBIM,20,46,0,0,23,0,0,23,0,0,46,0,0
JOBIM,21,18,0,0,15,2,0,17,0,2,29,0,0
JOBIM,22,56,0,0,0,30,0,24,0,30,0,0,0
JOBIM,23,17,0,0,27,0,0,25,0,0,36,0,0
JOBIM,24,42,0,0,22,0,0,31,0,0,35,0,0
JOBIM,25,44,0,0,9,13,0,20,0,12,15,0,0
JOBIM,26,44,0,0,16,12,0,27,0,12,40,0,0
JOBIM,27,95,0,0,39,35,0,2,0,35,39,0,0
JOBIM,28,83,0,0,72,0,0,70,0,0,73,0,0
JOBIM,29,53,0,0,1,13,0,24,0,13,1,0,0
JOBIM,30,9,0,0,18,0,0,4,0,0,23,0,0
JOBIM,31,29,0,0,0,21,0,9,0,25,0,0,0
JOBIM,32,37,0,0,40,0,0,29,0,0,41,0,0
JOBIM,33,100,0,0,4,0,0,95,0,0,4,0,0
JOBIM,34,16,0,0,14,8,0,6,0,8,8,0,0
JOBIM,35,3,0,0,22,0,0,10,0,0,23,0,0
JOBIM,36,50,0,0,0,2,0,38,0,2,0,0,0
JOBIM,37,26,0,0,9,22,0,2,0,22,13,0,0
JOBIM,38,28,0,0,17,13,0,21,0,13,39,0,0
JOBIM,39,39,0,0,38,6,0,20,0,6,40,0,0
JOBIM,40,27,0,0,42,0,0,27,0,0,68,0,0
JOBIM,41,27,0,0,30,0,0,17,0,0,35,0,0
JOBIM,42,33,0,0,0,25,0,1,0,25,0,0,0
JOBIM,43,22,0,0,26,0,0,9,0,0,51,0,0
JOBIM,44,44,0,0,41,0,0,17,0,0,60,0,0
JOBIM,45,39,0,0,0,25,0,8,0,25,2,0,0
JOBIM,46,38,0,0,43,1,0,31,0,1,52,0,0
JOBIM,47,10,0,0,24,0,0,14,0,0,37,0,0
JOBIM,48,20,0,0,24,1,0,27,0,1,31,0,0
JOBIM,49,19,0,0,30,1,0,30,0,1,44,0,0
LINS,01,74,0,0,0,35,0,20,0,29,0,0,0
LINS,02,32,0,0,6,4,0,45,0,4,23,0,0
LINS,03,25,0,0,0,18,0,14,0,20,14,0,0
LINS,04,70,0,0,0,8,0,51,0,7,0,0,0
LINS,05,55,0,0,5,11,0,25,0,11,8,0,0
LINS,06,45,0,0,0,2,0,40,0,2,0,0,0
LINS,07,28,0,0,25,1,0,63,0,1,43,0,0
LINS,08,70,0,0,0,25,0,27,0,25,0,0,0
LINS,09,54,0,0,0,23,0,5,0,23,0,0,0
LINS,10,72,0,0,0,2,0,48,0,2,36,0,0
LINS,11,54,0,0,0,33,0,2,0,38,0,0,0
LINS,12,76,0,0,0,28,0,13,0,27,0,0,0
LINS,13,34,0,0,0,17,0,14,0,18,0,0,0
LINS,14,40,0,0,0,7,0,37,0,7,0,0,0
LINS,15,74,0,0,10,41,0,11,0,47,12,0,0
LINS,16,30,0,0,2,6,0,22,0,6,6,0,0
LINS,17,48,0,0,3,21,0,35,0,21,14,0,0
LINS,18,14,0,0,50,0,0,3,0,0,60,0,0
LINS,19,40,0,0,0,13,0,12,0,13,1,0,0
LINS,20,44,0,0,0,27,0,3,0,27,0,0,0
LINS,21,16,0,0,8,15,0,8,0,15,8,0,0
LINS,22,32,0,0,0,0,0,27,0,0,0,0,0
LINS,23,32,0,0,0,16,0,9,0,23,3,0,0
LINS,24,46,0,0,0,10,0,36,0,10,0,0,0
LINS,25,70,0,0,0,20,0,38,0,20,0,0,0
LINS,26,17,0,0,41,0,0,6,0,0,48,0,0
LINS,27,27,0,0,51,0,0,43,0,0,46,0,0
LINS,28,28,0,0,0,0,0,34,0,0,1,0,0
LINS,29,91,0,0,0,25,0,54,0,25,0,0,0
LINS,30,31,0,0,26,0,0,20,0,0,34,0,0
LINS,31,36,0,0,0,7,0,62,0,7,0,0,0
LINS,32,52,0,0,13,16,0,32,0,16,23,0,0
LINS,33,30,0,0,13,27,0,16,0,31,21,0,0
LINS,34,39,0,0,34,0,0,28,0,0,46,0,0
LINS,35,56,0,0,0,50,0,14,0,47,0,0,0
LINS,36,58,0,0,0,24,0,18,0,24,0,0,0
LINS,37,56,0,0,0,6,0,54,0,6,0,0,0
LINS,38,19,0,0,9,1,0,12,0,1,21,0,0
LINS,39,93,0,0,0,0,0,76,0,0,0,0,0
LINS,40,59,0,0,0,35,0,4,0,33,0,0,0
LINS,41,41,0,0,0,28,0,0,0,28,0,0,0
LINS,42,50,0,0,0,8,0,53,0,8,3,0,0
LINS,43,13,0,0,8,8,0,23,0,8,22,0,0
LINS,44,43,0,0,0,18,0,12,0,18,0,0,0
LINS,45,31,0,0,0,15,0,35,0,16,0,0,0
LINS,46,14,0,0,13,0,0,2,0,0,12,0,0
LINS,47,59,0,0,56,0,0,60,0,0,68,0,0
LINS,48,52,0,0,0,0,0,16,0,0,0,0,0
LINS,49,36,0,0,20,0,0,88,0,0,24,0,0
